DPTO_CCDGO,MPIO_CCDGO,MPIO_CNMBR,MPIO_CDPMP,LLAVE_MUNICIPIO,VERSION,AREA,LATITUD,LONGITUD,TSP16_HOG,STP27_PERS
5,665,SAN PEDRO DE URABÁ,5665,COLOMBIA - 5665,2018,602533154.3,8.37915695,-76.31664233,8433,30527
5,664,SAN PEDRO DE LOS MILAGROS,5664,COLOMBIA - 5664,2018,220944274.4,6.458666308,-75.5624839,5251,17119
5,660,SAN LUIS,5660,COLOMBIA - 5660,2018,425619074.2,6.01451682,-74.9620055,3699,11120
5,659,SAN JUAN DE URABÁ,5659,COLOMBIA - 5659,2018,251996935.4,8.707141583,-76.53248234,5805,19992
5,658,SAN JOSÉ DE LA MONTAÑA,5658,COLOMBIA - 5658,2018,126073583.8,6.823258913,-75.67770826,965,2952
5,656,SAN JERÓNIMO,5656,COLOMBIA - 5656,2018,161265720.1,6.438300409,-75.70310727,4277,13158
5,652,SAN FRANCISCO,5652,COLOMBIA - 5652,2018,356339074.9,5.879505617,-74.97603264,1818,5365
5,649,SAN CARLOS,5649,COLOMBIA - 5649,2018,717814570.8,6.193789659,-74.90732769,5328,14480
5,647,SAN ANDRÉS DE CUERQUÍA,5647,COLOMBIA - 5647,2018,218726610.7,6.918427233,-75.6657758,1974,6295
5,642,SALGAR,5642,COLOMBIA - 5642,2018,288234942.1,5.970502334,-75.98137251,5315,15782
5,628,SABANALARGA,5628,COLOMBIA - 5628,2018,265764416,6.901000506,-75.79222753,2431,7833
5,615,RIONEGRO,5615,COLOMBIA - 5615,2018,195940148.9,6.150785807,-75.41076052,39682,116400
5,607,RETIRO,5607,COLOMBIA - 5607,2018,243600027.8,6.053444254,-75.51573805,7010,20700
5,604,REMEDIOS,5604,COLOMBIA - 5604,2018,1989191310,6.997267375,-74.55865652,7241,22530
5,591,PUERTO TRIUNFO,5591,COLOMBIA - 5591,2018,369556762,5.954830151,-74.6861918,5214,17231
5,585,PUERTO NARE,5585,COLOMBIA - 5585,2018,669291469.2,6.126539139,-74.70317722,4406,12161
5,579,PUERTO BERRÍO,5579,COLOMBIA - 5579,2018,1220109174,6.481922267,-74.5287421,12676,36801
5,576,PUEBLORRICO,5576,COLOMBIA - 5576,2018,75432859.86,5.80970186,-75.86076667,2366,7202
5,543,PEQUE,5543,COLOMBIA - 5543,2018,434069043.4,7.044180058,-75.88968843,2138,7155
5,541,PEÑOL,5541,COLOMBIA - 5541,2018,118314349.8,6.232396368,-75.22350906,6120,18010
5,501,OLAYA,5501,COLOMBIA - 5501,2018,86986192.01,6.611418083,-75.77567097,982,2719
5,495,NECHÍ,5495,COLOMBIA - 5495,2018,937322945,7.990467679,-74.79242149,7328,24066
5,490,NECOCLÍ,5490,COLOMBIA - 5490,2018,1255543936,8.493728551,-76.67699588,11583,38420
5,483,NARIÑO,5483,COLOMBIA - 5483,2018,316767418.2,5.581275312,-75.19457019,2858,8603
5,480,MUTATÁ,5480,COLOMBIA - 5480,2018,1075172821,7.329557848,-76.4630657,3706,12607
5,467,MONTEBELLO,5467,COLOMBIA - 5467,2018,76028452.45,5.916853903,-75.51972693,2052,5881
5,440,MARINILLA,5440,COLOMBIA - 5440,2018,114871201.3,6.18520515,-75.30487933,18461,55230
5,425,MACEO,5425,COLOMBIA - 5425,2018,387101375.8,6.534573585,-74.71410854,2554,7297
5,411,LIBORINA,5411,COLOMBIA - 5411,2018,216416443.2,6.723990935,-75.78300046,2588,7928
5,400,LA UNIÓN,5400,COLOMBIA - 5400,2018,167739659.8,5.940434685,-75.35429023,6210,20769
5,390,LA PINTADA,5390,COLOMBIA - 5390,2018,54296311.15,5.746583958,-75.60220206,2669,7974
5,376,LA CEJA,5376,COLOMBIA - 5376,2018,132714952.7,5.992524843,-75.43086935,18138,59386
5,368,JERICÓ,5368,COLOMBIA - 5368,2018,205000675.2,5.769820536,-75.76488256,3843,11257
5,364,JARDÍN,5364,COLOMBIA - 5364,2018,201162561.7,5.574444339,-75.81842575,4474,13541
5,360,ITAGÜÍ,5360,COLOMBIA - 5360,2018,19649555.24,6.179279438,-75.6142037,85341,263332
5,353,HISPANIA,5353,COLOMBIA - 5353,2018,57521601.28,5.797039002,-75.90669203,1716,4950
5,347,HELICONIA,5347,COLOMBIA - 5347,2018,114848828.5,6.214511788,-75.74971002,1671,4709
5,321,GUATAPÉ,5321,COLOMBIA - 5321,2018,83326889.21,6.245775609,-75.15851892,2469,7038
5,318,GUARNE,5318,COLOMBIA - 5318,2018,151811638.2,6.266625703,-75.43730801,13196,42500
5,315,GUADALUPE,5315,COLOMBIA - 5315,2018,118209748.1,6.861576325,-75.22591303,1856,5452
5,313,GRANADA,5313,COLOMBIA - 5313,2018,190225121.1,6.123380721,-75.12763646,3252,9204
5,310,GÓMEZ PLATA,5310,COLOMBIA - 5310,2018,332204628.7,6.709562839,-75.19270291,2991,8235
5,308,GIRARDOTA,5308,COLOMBIA - 5308,2018,82856000.95,6.379745895,-75.44795744,15344,49045
5,234,DABEIBA,5234,COLOMBIA - 5234,2018,1957262708,6.992243782,-76.31426328,6544,22717
5,284,FRONTINO,5284,COLOMBIA - 5284,2018,1384131365,6.691364773,-76.33199656,5963,20156
5,361,ITUANGO,5361,COLOMBIA - 5361,2018,2841116089,7.302946259,-75.85035106,5634,23784
5,847,URRAO,5847,COLOMBIA - 5847,2018,2563397228,6.33534134,-76.25906482,9329,29004
5,475,MURINDÓ,5475,COLOMBIA - 5475,2018,1266201383,6.828773855,-76.70861349,1156,4642
5,873,VIGÍA DEL FUERTE,5873,COLOMBIA - 5873,2018,1661852881,6.453351334,-76.69504802,2299,8139
5,45,APARTADÓ,5045,COLOMBIA - 5045,2018,535172377.2,7.896136384,-76.56695258,36056,113469
27,615,RIOSUCIO,27615,COLOMBIA - 27615,2018,7607550930,7.389887937,-77.24067483,14795,48257
27,1,QUIBDÓ,27001,COLOMBIA - 27001,2018,3507122809,5.938952985,-76.66367845,36380,120679
27,6,ACANDÍ,27006,COLOMBIA - 27006,2018,797637562.3,8.434195802,-77.28967892,3921,12095
27,25,ALTO BAUDÓ,27025,COLOMBIA - 27025,2018,2050416714,5.636740989,-77.0842154,5349,23954
27,50,ATRATO,27050,COLOMBIA - 27050,2018,421566676.4,5.560640179,-76.60611566,1749,5519
27,73,BAGADÓ,27073,COLOMBIA - 27073,2018,807454205.8,5.503119772,-76.19796907,2933,10583
27,75,BAHÍA SOLANO,27075,COLOMBIA - 27075,2018,895298470.9,6.290151047,-77.3538278,2591,9417
27,77,BAJO BAUDÓ,27077,COLOMBIA - 27077,2018,3479254849,5.011841227,-77.21767178,4492,18561
27,99,BOJAYÁ,27099,COLOMBIA - 27099,2018,3630654586,6.474666885,-77.09933025,3033,11933
27,135,EL CANTÓN DEL SAN PABLO,27135,COLOMBIA - 27135,2018,380495731,5.359661967,-76.77255624,1774,5663
27,150,CARMEN DEL DARIÉN,27150,COLOMBIA - 27150,2018,3180694579,7.033646541,-76.97423016,3825,13189
27,160,CÉRTEGUI,27160,COLOMBIA - 27160,2018,423354067.4,5.389828229,-76.52264237,1646,4683
27,205,CONDOTO,27205,COLOMBIA - 27205,2018,467717404.8,5.073715987,-76.52750632,3853,12251
27,245,EL CARMEN DE ATRATO,27245,COLOMBIA - 27245,2018,830180929,5.810938364,-76.19189442,2433,7900
27,250,EL LITORAL DEL SAN JUAN,27250,COLOMBIA - 27250,2018,4134978955,4.247161344,-76.96260143,2870,11579
27,361,ISTMINA,27361,COLOMBIA - 27361,2018,1879966774,4.739839904,-76.86915795,8272,28087
27,372,JURADÓ,27372,COLOMBIA - 27372,2018,1252150646,7.103338868,-77.67973662,1039,4108
27,413,LLORÓ,27413,COLOMBIA - 27413,2018,842909048.9,5.585101179,-76.38544449,2444,8928
27,425,MEDIO ATRATO,27425,COLOMBIA - 27425,2018,1812932901,6.033880098,-76.6734697,3003,10140
27,430,MEDIO BAUDÓ,27430,COLOMBIA - 27430,2018,1372044411,5.110392243,-76.99593075,3739,13423
27,450,MEDIO SAN JUAN,27450,COLOMBIA - 27450,2018,660558361.7,4.815249786,-76.80408679,2822,9073
27,491,NÓVITA,27491,COLOMBIA - 27491,2018,944331948.1,4.853386627,-76.61823668,2707,8164
27,495,NUQUÍ,27495,COLOMBIA - 27495,2018,704087944.8,5.690064959,-77.29297486,864,3456
27,580,RÍO IRÓ,27580,COLOMBIA - 27580,2018,325108589.8,5.172672546,-76.48446119,1376,4525
27,600,RÍO QUITO,27600,COLOMBIA - 27600,2018,698956779,5.567533337,-76.81157084,2149,7974
27,660,SAN JOSÉ DEL PALMAR,27660,COLOMBIA - 27660,2018,1582209736,4.958741345,-76.28002361,1536,4721
27,745,SIPÍ,27745,COLOMBIA - 27745,2018,1580674255,4.594415158,-76.54194459,864,2768
27,787,TADÓ,27787,COLOMBIA - 27787,2018,714828210.8,5.26610158,-76.33109547,5446,17000
27,800,UNGUÍA,27800,COLOMBIA - 27800,2018,1190321196,8.117281079,-77.10372723,3741,12192
27,810,UNIÓN PANAMERICANA,27810,COLOMBIA - 27810,2018,177759841.2,5.285278118,-76.64539781,2041,6590
52,835,SAN ANDRÉS DE TUMACO,52835,COLOMBIA - 52835,2018,3611510831,1.636103392,-78.61390514,44804,138091
23,1,MONTERÍA,23001,COLOMBIA - 23001,2018,3136587044,8.584698016,-75.95055079,129900,433723
23,68,AYAPEL,23068,COLOMBIA - 23068,2018,1964838821,8.265768688,-75.04868436,11863,38816
23,79,BUENAVISTA,23079,COLOMBIA - 23079,2018,834927038.1,8.191397953,-75.43382532,5476,18344
23,90,CANALETE,23090,COLOMBIA - 23090,2018,420039701.4,8.7240958,-76.23779081,3934,14831
23,162,CERETÉ,23162,COLOMBIA - 23162,2018,290844333.4,8.891013338,-75.83461277,30448,96252
23,168,CHIMÁ,23168,COLOMBIA - 23168,2018,324003069.5,9.11024941,-75.65237351,4189,13492
23,182,CHINÚ,23182,COLOMBIA - 23182,2018,626187130.5,9.027493492,-75.35667686,12019,42680
23,189,CIÉNAGA DE ORO,23189,COLOMBIA - 23189,2018,641239607.3,8.841811894,-75.60779829,15403,56278
23,300,COTORRA,23300,COLOMBIA - 23300,2018,88268536.51,9.056952489,-75.77893986,5221,16215
23,350,LA APARTADA,23350,COLOMBIA - 23350,2018,287043717.1,8.052218422,-75.28816022,3930,13742
23,417,LORICA,23417,COLOMBIA - 23417,2018,950994289.4,9.165034998,-75.90978124,30897,98491
23,419,LOS CÓRDOBAS,23419,COLOMBIA - 23419,2018,366064790.3,8.839037043,-76.29492648,5086,15886
23,464,MOMIL,23464,COLOMBIA - 23464,2018,158762773.4,9.265461621,-75.65090876,5138,16264
23,500,MOÑITOS,23500,COLOMBIA - 23500,2018,203172880.2,9.190515343,-76.11931709,7519,25095
23,555,PLANETA RICA,23555,COLOMBIA - 23555,2018,1140623033,8.290296746,-75.61237814,16803,60259
23,570,PUEBLO NUEVO,23570,COLOMBIA - 23570,2018,849279887.4,8.481339568,-75.40516154,8272,26968
23,574,PUERTO ESCONDIDO,23574,COLOMBIA - 23574,2018,411041730.9,8.988667731,-76.19405912,5394,19474
23,586,PURÍSIMA DE LA CONCEPCIÓN,23586,COLOMBIA - 23586,2018,117734252.9,9.282386127,-75.72129392,4329,14705
23,660,SAHAGÚN,23660,COLOMBIA - 23660,2018,964814541.1,8.799007016,-75.42925664,28609,94020
23,670,SAN ANDRÉS DE SOTAVENTO,23670,COLOMBIA - 23670,2018,206770319.9,9.121296353,-75.52091711,11415,42046
23,672,SAN ANTERO,23672,COLOMBIA - 23672,2018,207490372.1,9.359667489,-75.78700252,9019,29028
23,675,SAN BERNARDO DEL VIENTO,23675,COLOMBIA - 23675,2018,315971983.3,9.330098329,-75.97623858,9018,29437
23,678,SAN CARLOS,23678,COLOMBIA - 23678,2018,446820634.4,8.706464263,-75.69251824,7212,23532
23,682,SAN JOSÉ DE URÉ,23682,COLOMBIA - 23682,2018,525650282.3,7.753054395,-75.5672474,3315,11059
23,686,SAN PELAYO,23686,COLOMBIA - 23686,2018,445491180.1,8.987777392,-75.90958771,14363,40617
23,815,TUCHÍN,23815,COLOMBIA - 23815,2018,106380506.5,9.224630803,-75.54410593,10847,40033
23,855,VALENCIA,23855,COLOMBIA - 23855,2018,919259199.6,8.219904128,-76.2213286,10023,30545
23,466,MONTELÍBANO,23466,COLOMBIA - 23466,2018,1551166009,7.886337812,-75.76067505,22917,71824
23,580,PUERTO LIBERTADOR,23580,COLOMBIA - 23580,2018,1647356364,7.711515736,-75.77123224,11306,35362
23,807,TIERRALTA,23807,COLOMBIA - 23807,2018,4937722936,7.813896829,-76.16846678,22750,86578
8,1,BARRANQUILLA,8001,COLOMBIA - 8001,2018,154202079,10.98152051,-74.82771544,304411,1120103
8,78,BARANOA,8078,COLOMBIA - 8078,2018,121347124.3,10.79329302,-74.92219491,15862,61527
8,137,CAMPO DE LA CRUZ,8137,COLOMBIA - 8137,2018,99995006.57,10.40262086,-74.87840832,5492,22810
8,141,CANDELARIA,8141,COLOMBIA - 8141,2018,135769064.4,10.48902047,-74.87756627,3823,15631
8,296,GALAPA,8296,COLOMBIA - 8296,2018,97513071.57,10.89771991,-74.88708788,15350,55123
8,372,JUAN DE ACOSTA,8372,COLOMBIA - 8372,2018,167930482.3,10.82306503,-75.07841904,5230,18828
8,421,LURUACO,8421,COLOMBIA - 8421,2018,224321055.8,10.63503116,-75.15402741,6992,27647
8,433,MALAMBO,8433,COLOMBIA - 8433,2018,97942337.28,10.84828864,-74.80617555,29928,119920
8,436,MANATÍ,8436,COLOMBIA - 8436,2018,214273033.2,10.45414555,-74.98477367,4745,19233
8,520,PALMAR DE VARELA,8520,COLOMBIA - 8520,2018,92338260.91,10.69481208,-74.7701509,7507,27098
8,549,PIOJÓ,8549,COLOMBIA - 8549,2018,252974687.9,10.74078959,-75.14366034,1535,5636
8,558,POLONUEVO,8558,COLOMBIA - 8558,2018,73864331.28,10.76740141,-74.85414844,4709,16222
8,560,PONEDERA,8560,COLOMBIA - 8560,2018,206535191.1,10.59465102,-74.79847316,5675,23420
8,573,PUERTO COLOMBIA,8573,COLOMBIA - 8573,2018,70567092.54,11.0044226,-74.9074058,13006,47899
8,606,REPELÓN,8606,COLOMBIA - 8606,2018,358540306.5,10.50757051,-75.12188053,6797,25467
8,634,SABANAGRANDE,8634,COLOMBIA - 8634,2018,43111132.56,10.79894015,-74.7687966,7738,32026
8,638,SABANALARGA,8638,COLOMBIA - 8638,2018,395874380.1,10.62250777,-74.95510542,22408,92480
8,675,SANTA LUCÍA,8675,COLOMBIA - 8675,2018,57366355.32,10.35364192,-74.96541179,3701,12650
8,685,SANTO TOMÁS,8685,COLOMBIA - 8685,2018,65003005.96,10.74404824,-74.79479553,7444,28693
8,758,SOLEDAD,8758,COLOMBIA - 8758,2018,59358357.45,10.9069066,-74.7784249,143217,535984
8,770,SUAN,8770,COLOMBIA - 8770,2018,42558058.17,10.31085035,-74.90713308,2924,11607
8,832,TUBARÁ,8832,COLOMBIA - 8832,2018,182989558.2,10.90721938,-74.98423293,3779,12718
8,849,USIACURÍ,8849,COLOMBIA - 8849,2018,101378132.7,10.74052266,-74.98267413,2850,9543
13,1,CARTAGENA DE INDIAS,13001,COLOMBIA - 13001,2018,597681011.6,10.44918877,-75.46990223,260346,887946
13,6,ACHÍ,13006,COLOMBIA - 13006,2018,951765831.3,8.622943262,-74.47805945,5701,18879
13,30,ALTOS DEL ROSARIO,13030,COLOMBIA - 13030,2018,303746227,8.757468863,-74.19515811,2397,9009
13,42,ARENAL,13042,COLOMBIA - 13042,2018,461932283.4,8.341017995,-74.10695944,2059,7169
13,52,ARJONA,13052,COLOMBIA - 13052,2018,589577015.4,10.16422122,-75.37121788,17411,67118
13,62,ARROYOHONDO,13062,COLOMBIA - 13062,2018,163808375.8,10.24171805,-75.02690422,1710,8058
13,74,BARRANCO DE LOBA,13074,COLOMBIA - 13074,2018,430736860.6,8.836187237,-74.16271172,3855,14435
13,140,CALAMAR,13140,COLOMBIA - 13140,2018,255353319.4,10.21882849,-75.00119475,5554,22202
13,160,CANTAGALLO,13160,COLOMBIA - 13160,2018,881483217.4,7.239229146,-74.10014043,2401,6874
13,188,CICUCO,13188,COLOMBIA - 13188,2018,133179333.3,9.235268598,-74.68840961,3510,13120
13,212,CÓRDOBA,13212,COLOMBIA - 13212,2018,597318097.8,9.540047515,-74.89445635,4170,15012
13,222,CLEMENCIA,13222,COLOMBIA - 13222,2018,85375933.28,10.55663695,-75.31446653,3998,13821
13,244,EL CARMEN DE BOLÍVAR,13244,COLOMBIA - 13244,2018,946273763.4,9.699819876,-75.15793573,18104,67461
13,248,EL GUAMO,13248,COLOMBIA - 13248,2018,383173387.4,10.03483672,-74.92811072,2222,7861
13,268,EL PEÑÓN,13268,COLOMBIA - 13268,2018,318934851.9,8.864818786,-73.91230147,2000,7234
13,433,MAHATES,13433,COLOMBIA - 13433,2018,432180341.3,10.17821391,-75.17978161,7447,26075
13,440,MARGARITA,13440,COLOMBIA - 13440,2018,293683355.5,9.054601889,-74.22584706,2787,9720
13,442,MARÍA LA BAJA,13442,COLOMBIA - 13442,2018,559917843.2,9.976017168,-75.34380265,11610,45324
13,458,MONTECRISTO,13458,COLOMBIA - 13458,2018,2092813558,8.01710024,-74.46342911,4292,13470
13,468,MOMPÓS,13468,COLOMBIA - 13468,2018,652142579,9.142512064,-74.54519906,11287,43217
13,473,MORALES,13473,COLOMBIA - 13473,2018,1347599854,8.253700061,-73.9713459,6122,18678
13,490,NOROSÍ,13490,COLOMBIA - 13490,2018,416386455.6,8.50613476,-74.11588912,2526,7899
13,549,PINILLOS,13549,COLOMBIA - 13549,2018,775568725.4,8.871589713,-74.38587829,6329,23349
13,580,REGIDOR,13580,COLOMBIA - 13580,2018,183452689.2,8.722018148,-73.85117881,1729,5335
13,600,RÍO VIEJO,13600,COLOMBIA - 13600,2018,845236492.6,8.493022572,-73.99703353,2612,8125
13,620,SAN CRISTÓBAL,13620,COLOMBIA - 13620,2018,42268805.4,10.36972087,-75.07333835,2260,7454
13,647,SAN ESTANISLAO,13647,COLOMBIA - 13647,2018,211639256.7,10.36468192,-75.20523487,4983,16518
13,654,SAN JACINTO,13654,COLOMBIA - 13654,2018,442915990.6,9.835362011,-75.10609201,6426,23576
13,655,SAN JACINTO DEL CAUCA,13655,COLOMBIA - 13655,2018,569950700.7,8.237510288,-74.66839998,2421,8079
13,657,SAN JUAN NEPOMUCENO,13657,COLOMBIA - 13657,2018,631224741.1,9.967957823,-75.06571959,9625,35438
13,667,SAN MARTÍN DE LOBA,13667,COLOMBIA - 13667,2018,450198126.7,8.787692265,-74.01032738,3634,14504
13,670,SAN PABLO,13670,COLOMBIA - 13670,2018,2021035991,7.42236632,-74.13566461,7194,24669
13,673,SANTA CATALINA,13673,COLOMBIA - 13673,2018,172774220.3,10.64981278,-75.26548463,3684,14039
13,683,SANTA ROSA,13683,COLOMBIA - 13683,2018,154672242.2,10.46920726,-75.36116053,5292,18375
13,688,SANTA ROSA DEL SUR,13688,COLOMBIA - 13688,2018,2382782371,7.772519173,-74.26272843,9732,27825
13,744,SIMITÍ,13744,COLOMBIA - 13744,2018,1354659727,7.851315534,-73.98371609,4447,15353
13,760,SOPLAVIENTO,13760,COLOMBIA - 13760,2018,92604134.37,10.33209031,-75.11699226,2990,9187
13,780,TALAIGUA NUEVO,13780,COLOMBIA - 13780,2018,249305151.3,9.313446558,-74.64010216,3332,12845
13,810,TIQUISIO,13810,COLOMBIA - 13810,2018,762808778,8.492345176,-74.29676139,4376,17939
13,836,TURBACO,13836,COLOMBIA - 13836,2018,201981142.4,10.35310756,-75.37971541,27503,98667
13,838,TURBANÁ,13838,COLOMBIA - 13838,2018,191155151.4,10.21604681,-75.47037765,4065,15550
13,873,VILLANUEVA,13873,COLOMBIA - 13873,2018,137126414,10.4449132,-75.26736275,6001,21135
13,894,ZAMBRANO,13894,COLOMBIA - 13894,2018,309153210,9.745147021,-74.88067037,3011,11367
20,32,ASTREA,20032,COLOMBIA - 20032,2018,637902772.7,9.510727925,-73.94214641,5508,18434
20,60,BOSCONIA,20060,COLOMBIA - 20060,2018,586209172.1,9.946391309,-73.86628815,10133,37531
20,175,CHIMICHAGUA,20175,COLOMBIA - 20175,2018,1376425322,9.218781865,-73.75267124,8778,30289
20,178,CHIRIGUANÁ,20178,COLOMBIA - 20178,2018,1114480371,9.426648354,-73.54797894,7548,27006
20,228,CURUMANÍ,20228,COLOMBIA - 20228,2018,915171271.4,9.238771332,-73.48810861,10257,34838
20,238,EL COPEY,20238,COLOMBIA - 20238,2018,956450835.9,10.19995356,-73.91282064,7584,28550
20,250,EL PASO,20250,COLOMBIA - 20250,2018,813932821.2,9.681779918,-73.69350328,9518,34620
20,295,GAMARRA,20295,COLOMBIA - 20295,2018,326880594.7,8.337726622,-73.70649199,4321,12444
20,310,GONZÁLEZ,20310,COLOMBIA - 20310,2018,73006121.74,8.405516522,-73.37537309,1231,4053
20,383,LA GLORIA,20383,COLOMBIA - 20383,2018,802872114,8.621332115,-73.63309376,4563,14989
20,400,LA JAGUA DE IBIRICO,20400,COLOMBIA - 20400,2018,755906758.6,9.551340466,-73.32068399,12418,37356
20,443,MANAURE BALCÓN DEL CESAR,20443,COLOMBIA - 20443,2018,136782085.2,10.39095507,-72.99168539,2728,9313
20,517,PAILITAS,20517,COLOMBIA - 20517,2018,531842991.4,8.938916143,-73.57247213,5030,16800
20,550,PELAYA,20550,COLOMBIA - 20550,2018,423387373.1,8.764116734,-73.63295546,5611,18497
20,614,RÍO DE ORO,20614,COLOMBIA - 20614,2018,549438020.7,8.201070245,-73.48750126,4632,14408
20,710,SAN ALBERTO,20710,COLOMBIA - 20710,2018,550211547.8,7.814390591,-73.45371975,7455,23040
20,750,SAN DIEGO,20750,COLOMBIA - 20750,2018,645999444.6,10.16952712,-73.2879827,5430,18531
20,787,TAMALAMEQUE,20787,COLOMBIA - 20787,2018,513298492.6,8.902075012,-73.7633962,4176,14063
20,1,VALLEDUPAR,20001,COLOMBIA - 20001,2018,4185791801,10.38203629,-73.46326293,127587,459349
20,13,AGUSTÍN CODAZZI,20013,COLOMBIA - 20013,2018,1753092507,9.949215908,-73.22358244,16993,58621
20,45,BECERRIL,20045,COLOMBIA - 20045,2018,1225401133,9.727732939,-73.25250522,5423,20477
20,621,LA PAZ,20621,COLOMBIA - 20621,2018,1073101152,10.16424653,-73.19075496,7590,26109
20,570,PUEBLO BELLO,20570,COLOMBIA - 20570,2018,743801820.3,10.46696193,-73.58855136,5462,22929
20,770,SAN MARTÍN,20770,COLOMBIA - 20770,2018,993291243,7.937788454,-73.54436312,6386,20452
20,11,AGUACHICA,20011,COLOMBIA - 20011,2018,877666639.6,8.248735219,-73.6227405,30355,95878
44,78,BARRANCAS,44078,COLOMBIA - 44078,2018,800941764.8,10.98941091,-72.68674561,7781,28549
44,98,DISTRACCIÓN,44098,COLOMBIA - 44098,2018,231872841.3,10.92505107,-72.94444027,3376,11934
44,110,EL MOLINO,44110,COLOMBIA - 44110,2018,242184814.6,10.63669645,-72.8858431,1958,6963
44,279,FONSECA,44279,COLOMBIA - 44279,2018,473522416.2,10.8283716,-72.8018178,11302,40852
44,378,HATONUEVO,44378,COLOMBIA - 44378,2018,214639917.2,11.09952103,-72.73248607,5243,17672
44,420,LA JAGUA DEL PILAR,44420,COLOMBIA - 44420,2018,179590796.5,10.4580941,-73.07209193,897,2952
44,855,URUMITA,44855,COLOMBIA - 44855,2018,246274609.5,10.4947021,-72.98623991,3003,10198
44,874,VILLANUEVA,44874,COLOMBIA - 44874,2018,260095936.6,10.58364755,-72.97520286,7635,24996
44,1,RIOHACHA,44001,COLOMBIA - 44001,2018,3088710922,11.24297214,-72.95876315,50742,177573
44,35,ALBANIA,44035,COLOMBIA - 44035,2018,546026552.5,11.22869049,-72.53209657,7576,26940
44,90,DIBULLA,44090,COLOMBIA - 44090,2018,1749978069,11.09029715,-73.43568788,9055,36196
44,650,SAN JUAN DEL CESAR,44650,COLOMBIA - 44650,2018,1313688361,10.81311496,-73.08659986,13377,46077
44,847,URIBIA,44847,COLOMBIA - 44847,2018,7886058077,11.99971986,-71.74882662,41153,160711
44,430,MAICAO,44430,COLOMBIA - 44430,2018,1768719812,11.38157764,-72.29500818,44257,159223
44,560,MANAURE,44560,COLOMBIA - 44560,2018,1619655457,11.60554263,-72.57160392,20012,74528
47,541,PEDRAZA,47541,COLOMBIA - 47541,2018,325479944.7,10.15429546,-74.83178091,2177,7569
47,30,ALGARROBO,47030,COLOMBIA - 47030,2018,406388377.5,10.25356475,-74.10323027,3785,14294
47,58,ARIGUANÍ,47058,COLOMBIA - 47058,2018,1131744238,9.834264955,-74.08460085,7730,28348
47,161,CERRO DE SAN ANTONIO,47161,COLOMBIA - 47161,2018,177196131.6,10.2937306,-74.81981091,2574,9225
47,170,CHIVOLO,47170,COLOMBIA - 47170,2018,536543740.6,10.09951961,-74.52606667,5407,18208
47,205,CONCORDIA,47205,COLOMBIA - 47205,2018,109483706,10.23284801,-74.77810175,2850,9681
47,258,EL PIÑÓN,47258,COLOMBIA - 47258,2018,557142377.1,10.34310988,-74.67817756,5301,17308
47,268,EL RETÉN,47268,COLOMBIA - 47268,2018,262182276.8,10.65961696,-74.3251597,4467,19345
47,318,GUAMAL,47318,COLOMBIA - 47318,2018,564492417.1,9.248004673,-74.13968085,6314,25312
47,460,NUEVA GRANADA,47460,COLOMBIA - 47460,2018,842050956.4,9.735998134,-74.32840222,4587,17470
47,545,PIJIÑO DEL CARMEN,47545,COLOMBIA - 47545,2018,661564154,9.530748654,-74.1447657,3073,11071
47,551,PIVIJAY,47551,COLOMBIA - 47551,2018,1640444454,10.43303399,-74.41251197,9473,34374
47,555,PLATO,47555,COLOMBIA - 47555,2018,1457338277,9.76945611,-74.60181576,16141,56210
47,570,PUEBLOVIEJO,47570,COLOMBIA - 47570,2018,675468640.3,10.84758901,-74.36057942,7631,26419
47,605,REMOLINO,47605,COLOMBIA - 47605,2018,594931200.5,10.64860351,-74.58106823,2944,9555
47,660,SABANAS DE SAN ÁNGEL,47660,COLOMBIA - 47660,2018,1238967174,10.10533028,-74.2644392,3404,14060
47,675,SALAMINA,47675,COLOMBIA - 47675,2018,170478641.2,10.51538178,-74.72296972,2858,9360
47,692,SAN SEBASTIÁN DE BUENAVISTA,47692,COLOMBIA - 47692,2018,437645568.3,9.352559622,-74.20121693,4840,18865
47,703,SAN ZENÓN,47703,COLOMBIA - 47703,2018,268883003.5,9.32765227,-74.35672251,2908,11279
47,707,SANTA ANA,47707,COLOMBIA - 47707,2018,1120437342,9.519466405,-74.3393528,6635,22723
47,720,SANTA BÁRBARA DE PINTO,47720,COLOMBIA - 47720,2018,494704192.8,9.522114634,-74.64789999,2640,9345
47,745,SITIONUEVO,47745,COLOMBIA - 47745,2018,970904645.2,10.89027616,-74.62966038,6783,25804
47,798,TENERIFE,47798,COLOMBIA - 47798,2018,492199257.4,9.924701267,-74.73263001,3583,12364
47,960,ZAPAYÁN,47960,COLOMBIA - 47960,2018,353276259,10.11779893,-74.69115456,2346,8606
47,980,ZONA BANANERA,47980,COLOMBIA - 47980,2018,446462117.9,10.79634658,-74.17798317,16856,66802
47,53,ARACATACA,47053,COLOMBIA - 47053,2018,1740838478,10.64490877,-73.87972257,10199,37476
47,189,CIÉNAGA,47189,COLOMBIA - 47189,2018,1324777269,10.88923297,-74.04277655,29521,118435
47,288,FUNDACIÓN,47288,COLOMBIA - 47288,2018,971901235,10.45937818,-73.88406518,16472,64833
47,1,SANTA MARTA,47001,COLOMBIA - 47001,2018,2347139289,11.12189436,-73.88527855,133127,479853
